UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type,Temperature Difference [K],Power,Power [W],Type_LabelEncoded,Cluster
793,L47972,L,296.8,307.8,1373,42.9,74,0,No Failure,11.0,58901.7,6168.171600131664,1,0
794,M15653,M,296.8,307.9,1683,31.8,76,0,No Failure,11.099999999999966,53519.4,5604.538462151119,2,5
795,H30208,H,296.9,307.9,1547,32.6,79,0,No Failure,11.0,50432.200000000004,5281.247634145706,0,5
796,L47975,L,296.9,307.8,1605,37.0,84,0,No Failure,10.900000000000034,59385.0,6218.782657780996,1,5
798,L47977,L,296.8,307.7,1565,40.1,89,0,No Failure,10.899999999999977,62756.5,6571.845312166928,1,5
799,M15658,M,296.9,307.8,1828,24.6,91,0,No Failure,10.900000000000034,44968.8,4709.121724024956,2,5
800,M15659,M,297.0,307.8,1579,34.1,94,0,No Failure,10.800000000000011,53843.9,5638.5200226874485,2,5
801,M15660,M,297.0,307.9,1882,24.2,97,0,No Failure,10.899999999999977,45544.4,4769.3984150718325,2,5
802,L47981,L,296.9,307.8,1285,52.1,100,0,No Failure,10.900000000000034,66948.5,7010.830525628542,1,0
803,L47982,L,296.9,307.8,1571,35.0,102,0,No Failure,10.900000000000034,54985.0,5758.015735254492,1,5
804,H30217,H,296.9,307.8,1549,37.8,104,0,No Failure,10.900000000000034,58552.2,6131.572045717342,0,5
805,M15664,M,296.9,307.8,1544,37.6,109,0,No Failure,10.900000000000034,58054.4,6079.442551618776,2,3
806,M15665,M,297.0,307.9,1412,47.4,112,0,No Failure,10.899999999999977,66928.8,7008.767546452685,2,0
807,M15666,M,297.0,307.9,1422,53.0,115,0,No Failure,10.899999999999977,75366.0,7892.309064348278,2,6
808,L47987,L,297.0,307.7,1867,22.8,118,0,No Failure,10.699999999999989,42567.6,4457.668648031629,1,3
809,L47988,L,296.9,307.7,1424,43.3,120,0,No Failure,10.800000000000011,61659.2,6456.936324874125,1,6
810,L47989,L,296.9,307.6,1452,45.7,122,0,No Failure,10.700000000000045,66356.40000000001,6948.825958622192,1,6
811,L47990,L,296.9,307.7,1550,39.7,124,0,No Failure,10.800000000000011,61535.00000000001,6443.930131288264,1,3
812,L47991,L,296.8,307.6,1588,37.6,126,0,No Failure,10.800000000000011,59708.8,6252.690914488741,1,3
813,L47992,L,296.8,307.6,1338,44.4,128,0,No Failure,10.800000000000011,59407.2,6221.107436344651,1,6
814,L47993,L,296.8,307.6,1513,40.0,130,0,No Failure,10.800000000000011,60520.0,6337.639579841809,1,3
815,M15674,M,296.8,307.5,1470,45.9,132,0,No Failure,10.699999999999989,67473.0,7065.756037188803,2,6
816,M15675,M,296.8,307.5,1516,36.7,135,0,No Failure,10.699999999999989,55637.200000000004,5826.313959543535,2,3
817,L47996,L,296.8,307.6,1434,48.3,138,0,No Failure,10.800000000000011,69262.2,7253.120623048899,1,6
818,L47997,L,296.8,307.6,1368,52.0,140,0,No Failure,10.800000000000011,71136.0,7449.344500192117,1,6
819,L47998,L,296.8,307.6,1304,48.7,142,0,No Failure,10.800000000000011,63504.8,6650.20710492297,1,6
820,L47999,L,296.8,307.6,1398,46.7,144,0,No Failure,10.800000000000011,65286.600000000006,6836.79676459518,1,6
821,L48000,L,296.7,307.6,1516,37.4,146,0,No Failure,10.900000000000034,56698.4,5937.442563676517,1,3
822,L48001,L,296.7,307.6,1474,41.7,148,0,No Failure,10.900000000000034,61465.8,6436.683524233984,1,3
823,M15682,M,296.7,307.6,1547,34.7,150,0,No Failure,10.900000000000034,53680.9,5621.450702602944,2,3
824,M15683,M,296.6,307.5,1482,39.9,153,0,No Failure,10.899999999999977,59131.799999999996,6192.267615784697,2,3
825,L48004,L,296.6,307.4,1436,42.8,156,0,No Failure,10.799999999999955,61460.799999999996,6436.159925458384,1,6
826,L48005,L,296.6,307.3,1474,40.0,158,0,No Failure,10.699999999999989,58960.0,6174.27676185514,1,3
827,L48006,L,296.5,307.2,1481,38.2,160,0,No Failure,10.699999999999989,56574.200000000004,5924.436370090656,1,3
828,L48007,L,296.5,307.3,1501,42.1,162,0,No Failure,10.800000000000011,63192.1,6617.461237497052,1,3
829,L48008,L,296.5,307.3,1566,37.2,164,0,No Failure,10.800000000000011,58255.200000000004,6100.470278446804,1,3
830,L48009,L,296.5,307.3,1579,34.5,166,0,No Failure,10.800000000000011,54475.5,5704.661020021025,1,3
831,L48010,L,296.6,307.4,1631,35.0,168,0,No Failure,10.799999999999955,57085.0,5977.927221005778,1,3
832,M15691,M,296.6,307.4,1544,42.3,170,0,No Failure,10.799999999999955,65311.2,6839.372870571123,2,3
833,L48012,L,296.6,307.4,1521,38.6,173,0,No Failure,10.799999999999955,58710.6,6148.159654928297,1,3
834,L48013,L,296.6,307.4,1616,28.0,175,0,No Failure,10.799999999999955,45248.0,4738.359479654365,1,3
835,H30248,H,296.6,307.4,1333,50.2,177,0,No Failure,10.799999999999955,66916.6,7007.489965440225,0,6
836,M15695,M,296.7,307.4,1533,32.5,182,0,No Failure,10.699999999999989,49822.5,5217.399999449249,2,3
837,L48016,L,296.6,307.4,1368,45.1,185,0,No Failure,10.799999999999955,61696.8,6460.873787666625,1,6
838,L48017,L,296.6,307.4,1465,47.8,187,0,No Failure,10.799999999999955,70027.0,7333.210291764414,1,6
839,H30252,H,296.6,307.4,1406,41.5,189,0,No Failure,10.799999999999955,58349.0,6110.2929914770275,0,3
840,M15699,M,296.5,307.4,1565,43.5,194,0,No Failure,10.899999999999977,68077.5,7129.059129158638,2,6
841,L48020,L,296.6,307.5,1582,37.9,197,0,No Failure,10.899999999999977,59957.799999999996,6278.766133513536,1,3
842,L48021,L,296.6,307.5,1439,45.5,199,0,No Failure,10.899999999999977,65474.5,6856.4736065821635,1,6
843,M15702,M,296.6,307.5,1566,35.0,201,0,No Failure,10.899999999999977,54810.0,5739.689778108552,2,3
844,L48023,L,296.6,307.5,1485,42.7,204,0,No Failure,10.899999999999977,63409.50000000001,6640.227312260066,1,6
845,L48024,L,296.5,307.5,1566,35.1,206,0,No Failure,11.0,54966.600000000006,5756.0888917602915,1,3
846,L48025,L,296.3,307.3,1439,41.5,208,0,No Failure,11.0,59718.5,6253.706696113401,1,3
847,M15706,M,296.4,307.4,1416,50.0,210,0,No Failure,11.0,70800.0,7414.158662471911,2,6
849,L48028,L,296.3,307.4,1465,47.1,215,0,No Failure,11.099999999999966,69001.5,7225.820182889203,1,6
850,H30263,H,296.4,307.4,1586,35.5,0,0,No Failure,11.0,56303.0,5896.036372502203,0,5
851,L48030,L,296.3,307.3,1567,31.4,5,0,No Failure,11.0,49203.799999999996,5152.609886956715,1,5
852,M15711,M,296.2,307.2,1389,48.6,7,0,No Failure,11.0,67505.40000000001,7069.148957254682,2,0
853,M15712,M,296.3,307.3,1368,49.5,10,0,No Failure,11.0,67716.0,7091.2029376828805,2,0
854,L48033,L,296.3,307.3,1444,49.0,13,0,No Failure,11.0,70756.0,7409.550993246647,1,0
855,M15714,M,296.3,307.3,1498,41.6,15,0,No Failure,11.0,62316.8,6525.800035840814,2,0
856,L48035,L,296.1,307.2,1615,30.8,18,0,No Failure,11.099999999999966,49742.0,5208.970059162116,1,5
858,M15717,M,296.1,307.1,1350,53.3,22,0,No Failure,11.0,71955.0,7535.109979635118,2,0
859,M15718,M,296.2,307.0,1516,37.6,25,0,No Failure,10.800000000000011,57001.6,5969.193593428798,2,5
860,H30273,H,296.2,307.0,1542,40.6,28,0,No Failure,10.800000000000011,62605.200000000004,6556.001213217324,0,0
861,H30274,H,296.1,306.9,1541,32.6,33,0,No Failure,10.799999999999955,50236.600000000006,5260.7644500443,0,5
863,H30276,H,296.1,306.8,1645,31.0,41,0,No Failure,10.699999999999989,50995.0,5340.18391232705,0,5
864,L48043,L,296.0,306.7,1416,44.2,46,0,No Failure,10.699999999999989,62587.200000000004,6554.11625762517,1,0
866,L48045,L,295.9,306.6,1414,50.2,51,0,No Failure,10.700000000000045,70982.8,7433.301433707786,1,0
867,L48046,L,295.9,306.6,1678,26.7,53,0,No Failure,10.700000000000045,44802.6,4691.717300724068,1,5
868,H30281,H,295.9,306.5,1594,33.2,55,0,No Failure,10.600000000000023,52920.8,5541.853216736491,0,5
869,M15728,M,295.8,306.5,1514,37.7,60,0,No Failure,10.699999999999989,57077.8,5977.173238768916,2,5
870,L48049,L,295.8,306.5,1358,49.2,63,0,No Failure,10.699999999999989,66813.6,6996.7038306629,1,0
871,L48050,L,295.8,306.4,1325,56.2,65,0,No Failure,10.599999999999966,74465.0,7797.956564985465,1,0
872,L48051,L,295.8,306.4,1339,53.2,67,0,No Failure,10.599999999999966,71234.8,7459.69081199794,1,0
873,M15732,M,295.8,306.4,1335,51.7,69,0,No Failure,10.599999999999966,69019.5,7227.705138481358,2,0
874,L48053,L,295.9,306.4,1892,21.7,72,0,No Failure,10.5,41056.4,4299.416154094799,1,5
875,L48054,L,295.9,306.4,1575,28.5,74,0,No Failure,10.5,44887.5,4700.608007933728,1,5
876,M15735,M,295.8,306.3,1444,45.5,76,0,No Failure,10.5,65702.0,6880.297350871886,2,0
878,M15737,M,295.6,306.2,1584,33.6,81,0,No Failure,10.599999999999966,53222.4,5573.43669488058,2,5
879,M15738,M,295.7,306.3,1685,34.9,84,0,No Failure,10.600000000000023,58806.5,6158.202279444272,2,5
880,L48059,L,295.8,306.3,1337,54.6,87,0,No Failure,10.5,73000.2,7644.5630676861865,1,0
882,L48061,L,295.7,306.2,1464,46.2,92,0,No Failure,10.5,67636.8,7082.909133077404,1,0
883,M15742,M,295.7,306.2,1739,25.9,94,0,No Failure,10.5,45040.1,4716.588242564988,2,5
884,L48063,L,295.7,306.3,1490,34.3,97,0,No Failure,10.600000000000023,51106.99999999999,5351.912524900451,1,5
885,L48064,L,295.8,306.4,1356,48.0,99,0,No Failure,10.599999999999966,65088.0,6815.999421228415,1,0
886,L48065,L,295.7,306.2,1397,52.0,101,0,No Failure,10.5,72644.0,7607.261890912564,1,0
887,L48066,L,295.7,306.2,1458,40.6,103,0,No Failure,10.5,59194.8,6198.864960357237,1,0
889,M15748,M,295.6,306.1,1651,28.1,110,0,No Failure,10.5,46393.100000000006,4858.274071241888,2,5
890,L48069,L,295.6,306.1,1389,46.2,113,0,No Failure,10.5,64171.8,6720.0551815877825,1,0
891,L48070,L,295.6,306.0,1370,52.4,115,0,No Failure,10.399999999999977,71788.0,7517.621780530135,1,0
892,L48071,L,295.7,306.1,1408,47.9,117,0,No Failure,10.400000000000034,67443.2,7062.635388486237,1,0
893,L48072,L,295.7,306.1,1343,54.4,119,0,No Failure,10.400000000000034,73059.2,7650.741533238246,1,6
894,M15753,M,295.7,306.2,1423,42.5,121,0,No Failure,10.5,60477.5,6333.188990249224,2,3
895,L48074,L,295.6,306.2,1426,48.6,124,0,No Failure,10.599999999999966,69303.6,7257.456020910853,1,6
896,M15755,M,295.6,306.2,1435,51.6,126,0,No Failure,10.599999999999966,74046.0,7754.078987590327,2,6
897,L48076,L,295.5,306.1,1573,35.1,129,0,No Failure,10.600000000000023,55212.3,5781.818535593191,1,3
898,L48077,L,295.6,306.2,1612,31.2,131,0,No Failure,10.599999999999966,50294.4,5266.8172518902165,1,3
899,L48078,L,295.6,306.2,1446,49.9,133,0,No Failure,10.599999999999966,72155.4,7556.095818561098,1,6
900,H30313,H,295.6,306.2,1329,55.3,135,0,No Failure,10.599999999999966,73493.7,7696.2422668377385,0,6
901,L48080,L,295.6,306.2,1569,35.1,140,0,No Failure,10.599999999999966,55071.9,5767.1158819743905,1,3
902,H30315,H,295.6,306.1,1256,62.3,142,0,No Failure,10.5,78248.8,8194.195174407234,0,6
903,L48082,L,295.6,306.1,1383,48.7,147,0,No Failure,10.5,67352.1,7053.095418794837,1,6
905,H30318,H,295.7,306.2,1458,49.8,151,0,No Failure,10.5,72608.4,7603.533867630304,0,6
906,L48085,L,295.6,306.1,1474,41.2,156,0,No Failure,10.5,60728.8,6359.505064710795,1,3
907,M15766,M,295.6,306.1,1462,49.2,158,0,No Failure,10.5,71930.40000000001,7532.533873659176,2,6
908,M15767,M,295.6,306.1,1669,29.0,161,0,No Failure,10.5,48401.0,5068.540867546652,2,3
909,M15768,M,295.5,306.1,1822,24.3,164,0,No Failure,10.600000000000023,44274.6,4636.425270020888,2,3
910,L48089,L,295.5,306.0,1456,39.2,167,0,No Failure,10.5,57075.200000000004,5976.900967405605,1,3
911,L48090,L,295.5,306.0,1546,35.9,169,0,No Failure,10.5,55501.399999999994,5812.093016798284,1,3
912,M15771,M,295.6,306.1,1490,42.7,171,0,No Failure,10.5,63623.00000000001,6662.5849799781145,2,3
913,L48092,L,295.6,306.0,1569,40.4,174,0,No Failure,10.399999999999977,63387.6,6637.933949622945,1,3
914,L48093,L,295.5,306.0,1621,29.5,176,0,No Failure,10.5,47819.5,5007.64632994457,1,3
915,M15774,M,295.4,305.9,1518,40.6,178,0,No Failure,10.5,61630.8,6453.962283828728,2,3
916,M15775,M,295.4,305.8,1526,38.2,181,0,No Failure,10.400000000000034,58293.200000000004,6104.449629141351,2,3
917,M15776,M,295.3,305.8,1589,36.2,184,0,No Failure,10.5,57521.8,6023.668810042045,2,3
918,L48097,L,295.3,305.7,1475,51.0,187,0,No Failure,10.399999999999977,75225.0,7877.543578876406,1,6
919,M15778,M,295.3,305.7,1473,38.5,189,0,No Failure,10.399999999999977,56710.5,5938.709672713465,2,3
920,L48099,L,295.4,305.8,1407,50.7,192,0,No Failure,10.400000000000034,71334.90000000001,7470.173259485418,1,6
921,M15780,M,295.5,305.9,1518,44.1,194,0,No Failure,10.399999999999977,66943.8,7010.33834277948,2,6
922,H30335,H,295.5,305.9,1593,37.2,197,0,No Failure,10.399999999999977,59259.600000000006,6205.65080048899,0,3
923,M15782,M,295.5,305.9,1380,52.4,202,0,No Failure,10.399999999999977,72312.0,7572.494932212837,2,6
924,M15783,M,295.5,306.0,1423,45.3,205,0,No Failure,10.5,64461.899999999994,6750.4343825479955,2,6
925,L48104,L,295.5,306.0,1800,27.6,208,0,No Failure,10.5,49680.0,5202.477434344697,1,3
926,H30339,H,295.6,306.1,1623,30.9,210,0,No Failure,10.5,50150.7,5251.769023079521,0,3
927,L48106,L,295.6,306.1,1372,55.6,215,1,Overstrain Failure,10.5,76283.2,7988.358023744029,1,6
928,H30341,H,295.6,306.0,1396,52.4,0,0,No Failure,10.399999999999977,73150.4,7660.291974905159,0,0
930,L48109,L,295.6,306.0,1419,51.1,7,0,No Failure,10.399999999999977,72510.90000000001,7593.323691506138,1,0
931,M15790,M,295.5,305.9,1453,47.3,9,0,No Failure,10.399999999999977,68726.9,7197.064138133344,2,0
932,L48111,L,295.5,305.9,1542,36.2,12,0,No Failure,10.399999999999977,55820.4,5845.498618681456,1,5
933,L48112,L,295.6,306.0,1363,50.0,14,0,No Failure,10.399999999999977,68150.0,7136.651311404813,1,0
934,L48113,L,295.5,306.0,1597,37.2,16,0,No Failure,10.5,59408.4,6221.233100050796,1,5
935,M15794,M,295.5,306.0,1326,50.8,18,0,No Failure,10.5,67360.8,7054.006480664378,2,0
936,M15795,M,295.5,306.0,1641,36.6,21,0,No Failure,10.5,60060.600000000006,6289.531324339838,2,5
937,M15796,M,295.6,306.1,1418,46.2,24,0,No Failure,10.5,65511.600000000006,6860.3587094971035,2,0
938,L48117,L,295.6,306.2,1263,61.8,27,0,No Failure,10.599999999999966,78053.4,8173.732934256851,1,0
939,L48118,L,295.6,306.2,1823,25.8,29,0,No Failure,10.599999999999966,47033.4,4925.326130445006,1,5
940,L48119,L,295.5,306.1,1488,40.7,31,0,No Failure,10.600000000000023,60561.600000000006,6341.995921654788,1,0
941,L48120,L,295.6,306.2,1443,48.9,33,0,No Failure,10.599999999999966,70562.7,7389.308664582016,1,0
942,L48121,L,295.6,306.2,1650,28.2,35,0,No Failure,10.599999999999966,46530.0,4872.610205717769,1,5
943,M15802,M,295.7,306.3,1462,44.3,37,0,No Failure,10.600000000000023,64766.6,6782.342491932956,2,0
944,M15803,M,295.6,306.2,1477,45.0,40,0,No Failure,10.599999999999966,66465.0,6960.1985240281865,2,0
945,M15804,M,295.7,306.3,1712,28.5,43,0,No Failure,10.600000000000023,48792.0,5109.486291798439,2,5
946,M15805,M,295.7,306.3,1347,50.4,46,0,No Failure,10.600000000000023,67888.8,7109.298511367559,2,0
947,L48126,L,295.6,306.2,1287,54.8,49,0,No Failure,10.599999999999966,70527.59999999999,7385.633001177315,1,0
948,L48127,L,295.6,306.2,1428,44.5,51,0,No Failure,10.599999999999966,63546.0,6654.5215588339,1,0
949,M15808,M,295.6,306.3,1426,45.5,53,0,No Failure,10.699999999999989,64883.0,6794.531871428884,2,0
950,L48129,L,295.6,306.3,1636,32.7,56,0,No Failure,10.699999999999989,53497.200000000004,5602.213683587463,1,5
951,L48130,L,295.6,306.2,1424,42.5,58,0,No Failure,10.599999999999966,60520.0,6337.639579841809,1,0
952,H30365,H,295.6,306.3,1509,35.8,60,0,No Failure,10.699999999999989,54022.2,5657.191555025283,0,5
953,L48132,L,295.5,306.2,1448,48.9,65,0,No Failure,10.699999999999989,70807.2,7414.912644708773,1,0
954,L48133,L,295.5,306.1,1650,32.8,67,0,No Failure,10.600000000000023,54119.99999999999,5667.433147075986,1,5
955,H30368,H,295.6,306.2,1414,42.5,69,0,No Failure,10.599999999999966,60095.0,6293.133683915954,0,0
957,H30370,H,295.6,306.2,1632,32.2,76,0,No Failure,10.599999999999966,52550.4,5503.065019440169,0,5
958,M15817,M,295.7,306.4,1387,40.1,81,0,No Failure,10.699999999999989,55618.700000000004,5824.376644073821,2,5
959,L48138,L,295.8,306.4,1399,47.6,84,0,No Failure,10.599999999999966,66592.40000000001,6973.539820830432,1,0
960,L48139,L,295.8,306.5,1505,35.2,86,0,No Failure,10.699999999999989,52976.00000000001,5547.633747219096,1,5
961,L48140,L,295.8,306.5,1534,37.9,88,0,No Failure,10.699999999999989,58138.6,6088.259954999851,1,5
962,L48141,L,295.8,306.5,1493,40.5,90,0,No Failure,10.699999999999989,60466.5,6332.037072942907,1,0
963,M15822,M,295.8,306.6,1480,43.2,92,0,No Failure,10.800000000000011,63936.00000000001,6695.362263330568,2,0
964,L48143,L,295.8,306.6,1621,31.6,95,0,No Failure,10.800000000000011,51223.600000000006,5364.122848347404,1,5
965,L48144,L,295.7,306.5,1737,26.2,97,0,No Failure,10.800000000000011,45509.4,4765.733223642645,1,5
966,L48145,L,295.8,306.6,1508,46.5,99,0,No Failure,10.800000000000011,70122.0,7343.158668500782,1,0
967,M15826,M,295.8,306.5,1641,32.2,101,0,No Failure,10.699999999999989,52840.200000000004,5533.412804473846,2,5
968,M15827,M,295.9,306.6,1532,38.6,104,0,No Failure,10.700000000000045,59135.200000000004,6192.6236629521045,2,5
969,L48148,L,295.9,306.7,1547,40.9,107,0,No Failure,10.800000000000011,63272.299999999996,6625.859761857648,1,0
970,L48149,L,295.9,306.6,1412,41.0,109,0,No Failure,10.700000000000045,57892.0,6062.436063387343,1,0
971,L48150,L,295.8,306.5,1568,35.1,111,0,No Failure,10.699999999999989,55036.8,5763.440218569691,1,3
972,L48151,L,295.9,306.6,1557,41.1,113,0,No Failure,10.700000000000045,63992.700000000004,6701.2998734458515,1,3
973,L48152,L,295.8,306.6,1644,35.2,115,0,No Failure,10.800000000000011,57868.8,6060.006565068567,1,3
974,L48153,L,295.9,306.6,1679,30.4,117,0,No Failure,10.700000000000045,51041.6,5345.063852915626,1,3
975,L48154,L,296.0,306.6,1511,35.2,119,0,No Failure,10.600000000000023,53187.200000000004,5569.750559500369,1,3
976,M15835,M,296.0,306.6,1628,36.8,121,0,No Failure,10.600000000000023,59910.399999999994,6273.8024171208635,2,3
977,M15836,M,296.0,306.6,1392,51.3,124,0,No Failure,10.600000000000023,71409.59999999999,7477.995825192855,2,6
979,M15838,M,296.2,306.8,1526,42.3,129,0,No Failure,10.600000000000023,64549.799999999996,6759.639249023014,2,3
980,L48159,L,296.2,306.8,1389,53.3,132,0,No Failure,10.600000000000023,74033.7,7752.790934602355,1,6
981,L48160,L,296.1,306.7,1409,42.8,134,0,No Failure,10.599999999999966,60305.2,6315.145776442106,1,3
982,L48161,L,296.2,306.8,1655,31.1,136,0,No Failure,10.600000000000023,51470.5,5389.978155886448,1,3
983,L48162,L,296.2,306.9,1516,39.1,138,0,No Failure,10.699999999999989,59275.6,6207.326316570904,1,3
984,L48163,L,296.2,306.9,1526,34.9,140,0,No Failure,10.699999999999989,53257.4,5577.101886309768,1,3
985,L48164,L,296.3,307.1,1419,48.6,142,0,No Failure,10.800000000000011,68963.40000000001,7221.830360219145,1,6
986,L48165,L,296.4,307.2,1748,25.3,144,0,No Failure,10.800000000000011,44224.4,4631.168338313882,1,3
987,H30400,H,296.4,307.1,1638,32.5,146,0,No Failure,10.700000000000045,53235.0,5574.756163795088,0,3
988,M15847,M,296.3,307.1,1534,33.8,151,0,No Failure,10.800000000000011,51849.2,5429.6355271502625,2,3
989,H30402,H,296.3,307.1,1774,25.9,154,0,No Failure,10.800000000000011,45946.6,4811.516700580959,0,3
991,L48170,L,296.2,307.0,1414,48.3,162,0,No Failure,10.800000000000011,68296.2,7151.961339603307,1,6
992,M15851,M,296.1,307.0,1523,42.0,164,0,No Failure,10.899999999999977,63966.0,6698.503855984157,2,3
993,L48172,L,296.1,307.1,1651,35.7,167,0,No Failure,11.0,58940.700000000004,6172.25567058133,1,3
994,M15853,M,296.1,307.1,1485,36.0,169,0,No Failure,11.0,53460.0,5598.318108697011,2,3
995,M15854,M,296.2,307.2,1168,63.4,172,0,No Failure,11.0,74051.2,7754.623530316949,2,6
996,L48175,L,296.3,307.3,1566,35.8,175,0,No Failure,11.0,56062.799999999996,5870.882687322461,1,3
997,M15856,M,296.3,307.2,1286,51.1,177,0,No Failure,10.899999999999977,65714.6,6881.616819786394,2,6
998,M15857,M,296.3,307.2,1446,45.9,180,0,No Failure,10.899999999999977,66371.4,6950.396754948985,2,6
1000,L48179,L,296.3,307.1,1560,33.2,186,0,No Failure,10.800000000000011,51792.00000000001,5423.64555715742,1,3
1001,L48180,L,296.3,307.1,1654,29.6,188,0,No Failure,10.800000000000011,48958.4,5126.911659050351,1,3
1002,L48181,L,296.3,307.1,1662,32.9,190,0,No Failure,10.800000000000011,54679.799999999996,5726.055265991971,1,3
1003,L48182,L,296.3,307.2,1646,35.0,192,0,No Failure,10.899999999999977,57610.0,6032.905092443599,1,3
1004,L48183,L,296.2,307.1,1444,46.7,194,0,No Failure,10.900000000000034,67434.8,7061.755742543232,1,6
1005,H30418,H,296.3,307.2,1424,42.0,196,0,No Failure,10.899999999999977,59808.0,6263.079114196611,0,3
1006,L48185,L,296.2,307.2,1382,52.0,201,0,No Failure,11.0,71864.0,7525.580481919229,1,6
1007,L48186,L,296.2,307.1,1413,53.4,203,0,No Failure,10.900000000000034,75454.2,7901.545346749832,1,6
1008,M15867,M,296.2,307.2,1633,31.1,0,0,No Failure,11.0,50786.3,5318.328899433577,2,5
1009,L48188,L,296.2,307.1,1441,41.7,3,0,No Failure,10.900000000000034,60089.700000000004,6292.57866921382,1,0
1010,M15869,M,296.2,307.2,1385,44.0,5,0,No Failure,11.0,60940.0,6381.621876992066,2,0
1011,M15870,M,296.2,307.2,1552,34.8,8,0,No Failure,11.0,54009.6,5655.872086110776,2,5
